[repair] benchmark: manybugs
[repair] subject: php
[repair] version: 2011-04-02-70075bc84c-5a8c917c37
[repair] search: symbolic
[repair] ./fetch php manybugs 2011-04-02-70075bc84c-5a8c917c37
[fetch] benchmark: manybugs
[fetch] subject: php
[fetch] version: 2011-04-02-70075bc84c-5a8c917c37
[fetch] archive: php-bug-2011-04-02-70075bc84c-5a8c917c37.tar.gz
[fetch] directory: php-bug-2011-04-02-70075bc84c-5a8c917c37
[fetch] preparing source code
[fetch] golden_directory: php-fix-2011-04-02-70075bc84c-5a8c917c37
[fetch] clean-source php-bug-2011-04-02-70075bc84c-5a8c917c37
[fetch] /angelix-experiments/php-bug-2011-04-02-70075bc84c-5a8c917c37/php/configure
[fetch] make clean
[fetch] clean-source php-fix-2011-04-02-70075bc84c-5a8c917c37
[fetch] restore-buggy php-bug-2011-04-02-70075bc84c-5a8c917c37
[fetch] /angelix-experiments/php-fix-2011-04-02-70075bc84c-5a8c917c37/php/configure
[fetch] make clean
[fetch] buggy: ext/standard/string.c
[fetch] buggy_preprocessed: php-bug-2011-04-02-70075bc84c-5a8c917c37/php/ext/standard/string.c
[fetch] buggy_version: 70075bc84c
[fetch] buggy_original: php-bug-2011-04-02-70075bc84c-5a8c917c37/diffs/ext/standard/string.c-70075bc84c
[fetch] cp php-bug-2011-04-02-70075bc84c-5a8c917c37/diffs/ext/standard/string.c-70075bc84c php-bug-2011-04-02-70075bc84c-5a8c917c37/php/ext/standard/string.c
[fetch] restore-correct php-fix-2011-04-02-70075bc84c-5a8c917c37
[fetch] cp php-fix-2011-04-02-70075bc84c-5a8c917c37/diffs/ext/standard/string.c-5a8c917c37 php-fix-2011-04-02-70075bc84c-5a8c917c37/php/ext/standard/string.c
[fetch] restored php-fix-2011-04-02-70075bc84c-5a8c917c37/php/ext/standard/string.c with php-fix-2011-04-02-70075bc84c-5a8c917c37/diffs/ext/standard/string.c-5a8c917c37
[fetch] fetch done
[repair-php] options:  --defect if-conditions loop-conditions --ignore-lines --all-suspicious --group-size 1 --test-timeout 60 --klee-timeout 7200 --timeout 14400 --klee-solver-timeout 100 --synthesis-ptr-vars --use-nsynth --synthesis-levels alternatives integer-constants boolean-constants variables extended-arithmetic extended-logic mixed-conditional --angelic-search-strategy symbolic --klee-max-forks 100 --lines 5262
INFO     testing         output code: 0
INFO     testing         running test '65' of frontend source
INFO     testing         output code: 0
INFO     testing         running test '66' of frontend source
INFO     testing         output code: 0
INFO     testing         running test '67' of frontend source
INFO     testing         output code: 0
INFO     testing         running test '68' of frontend source
INFO     testing         output code: 0
INFO     testing         running test '69' of frontend source
INFO     testing         output code: 0
INFO     testing         running test '70' of frontend source
INFO     testing         output code: 0
INFO     testing         running test '74' of frontend source
INFO     testing         output code: 0
INFO     testing         running test '75' of frontend source
INFO     testing         output code: 0
INFO     testing         running test '76' of frontend source
INFO     testing         output code: 0
INFO     testing         running test '77' of frontend source
INFO     testing         output code: 0
INFO     testing         running test '78' of frontend source
INFO     testing         output code: 0
INFO     testing         running test '79' of frontend source
INFO     testing         output code: 0
INFO     testing         running test '80' of frontend source
INFO     testing         output code: 0
INFO     testing         running test '81' of frontend source
INFO     testing         output code: 0
INFO     testing         running test '82' of frontend source
INFO     testing         output code: 0
INFO     testing         running test '83' of frontend source
INFO     testing         output code: 0
INFO     testing         running test '84' of frontend source
INFO     testing         output code: 0
INFO     testing         running test '85' of frontend source
INFO     testing         output code: 0
INFO     repair          running negative tests for debugging
INFO     testing         running test '2' of frontend source
INFO     testing         output code: 1
INFO     project         configuring golden source
INFO     project         building golden source
INFO     testing         running test '2' of golden source
INFO     testing         output code: 1
INFO     testing         running test '4' of frontend source
INFO     testing         output code: 1
INFO     testing         running test '4' of golden source
INFO     testing         output code: 1
INFO     testing         running test '5' of frontend source
INFO     testing         output code: 1
INFO     testing         running test '5' of golden source
INFO     testing         output code: 1
INFO     testing         running test '7' of frontend source
INFO     testing         output code: 1
INFO     testing         running test '7' of golden source
INFO     testing         output code: 1
INFO     testing         running test '8' of frontend source
INFO     testing         output code: 1
INFO     testing         running test '8' of golden source
INFO     testing         output code: 1
INFO     testing         running test '9' of frontend source
INFO     testing         output code: 1
WARNING  testing         ANGELIX_RUN is not executed by test 9
INFO     testing         running test '9' of golden source
INFO     testing         output code: 1
WARNING  testing         ANGELIX_RUN is not executed by test 9
INFO     testing         running test '10' of frontend source
INFO     testing         output code: 1
INFO     testing         running test '10' of golden source
INFO     testing         output code: 1
INFO     testing         running test '11' of frontend source
INFO     testing         output code: 1
INFO     testing         running test '11' of golden source
INFO     testing         output code: 1
INFO     testing         running test '12' of frontend source
INFO     testing         output code: 1
INFO     testing         running test '12' of golden source
INFO     testing         output code: 1
INFO     testing         running test '13' of frontend source
INFO     testing         output code: 1
WARNING  testing         ANGELIX_RUN is not executed by test 13
INFO     testing         running test '13' of golden source
INFO     testing         output code: 1
WARNING  testing         ANGELIX_RUN is not executed by test 13
INFO     testing         running test '14' of frontend source
INFO     testing         output code: 1
INFO     testing         running test '14' of golden source
INFO     testing         output code: 1
INFO     testing         running test '15' of frontend source
INFO     testing         output code: 1
WARNING  testing         ANGELIX_RUN is not executed by test 15
INFO     testing         running test '15' of golden source
INFO     testing         output code: 1
WARNING  testing         ANGELIX_RUN is not executed by test 15
INFO     testing         running test '16' of frontend source
INFO     testing         output code: 1
INFO     testing         running test '16' of golden source
INFO     testing         output code: 1
INFO     testing         running test '17' of frontend source
INFO     testing         output code: 1
INFO     testing         running test '17' of golden source
INFO     testing         output code: 1
INFO     testing         running test '18' of frontend source
INFO     testing         output code: 1
INFO     testing         running test '18' of golden source
INFO     testing         output code: 1
INFO     testing         running test '19' of frontend source
INFO     testing         output code: 1
INFO     testing         running test '19' of golden source
INFO     testing         output code: 1
INFO     testing         running test '20' of frontend source
INFO     testing         output code: 1
INFO     testing         running test '20' of golden source
INFO     testing         output code: 0
INFO     testing         running test '31' of frontend source
INFO     testing         output code: 1
INFO     testing         running test '31' of golden source
INFO     testing         output code: 1
INFO     testing         running test '49' of frontend source
INFO     testing         output code: 1
INFO     testing         running test '49' of golden source
INFO     testing         output code: 1
INFO     testing         running test '50' of frontend source
INFO     testing         output code: 1
WARNING  testing         ANGELIX_RUN is not executed by test 50
INFO     testing         running test '50' of golden source
INFO     testing         output code: 1
WARNING  testing         ANGELIX_RUN is not executed by test 50
INFO     testing         running test '71' of frontend source
INFO     testing         output code: 1
WARNING  testing         ANGELIX_RUN is not executed by test 71
INFO     testing         running test '71' of golden source
INFO     testing         output code: 1
WARNING  testing         ANGELIX_RUN is not executed by test 71
INFO     testing         running test '72' of frontend source
INFO     testing         output code: 1
WARNING  testing         ANGELIX_RUN is not executed by test 72
INFO     testing         running test '72' of golden source
INFO     testing         output code: 1
WARNING  testing         ANGELIX_RUN is not executed by test 72
INFO     testing         running test '73' of frontend source
INFO     testing         output code: 1
WARNING  testing         ANGELIX_RUN is not executed by test 73
INFO     testing         running test '73' of golden source
INFO     testing         output code: 1
WARNING  testing         ANGELIX_RUN is not executed by test 73
WARNING  repair          excluding test 2 because it fails in golden version
WARNING  repair          excluding test 4 because it fails in golden version
WARNING  repair          excluding test 5 because it fails in golden version
WARNING  repair          excluding test 7 because it fails in golden version
WARNING  repair          excluding test 8 because it fails in golden version
WARNING  repair          excluding test 9 because it fails in golden version
WARNING  repair          excluding test 10 because it fails in golden version
WARNING  repair          excluding test 11 because it fails in golden version
WARNING  repair          excluding test 12 because it fails in golden version
WARNING  repair          excluding test 13 because it fails in golden version
WARNING  repair          excluding test 14 because it fails in golden version
WARNING  repair          excluding test 15 because it fails in golden version
WARNING  repair          excluding test 16 because it fails in golden version
WARNING  repair          excluding test 17 because it fails in golden version
WARNING  repair          excluding test 18 because it fails in golden version
WARNING  repair          excluding test 19 because it fails in golden version
WARNING  repair          excluding test 31 because it fails in golden version
WARNING  repair          excluding test 49 because it fails in golden version
WARNING  repair          excluding test 50 because it fails in golden version
WARNING  repair          excluding test 71 because it fails in golden version
WARNING  repair          excluding test 72 because it fails in golden version
WARNING  repair          excluding test 73 because it fails in golden version
INFO     repair          repair test suite: ['1', '3', '6', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '32', '33', '34', '35', '36', '37', '38', '39', '40', '41', '42', '43', '44', '45', '46', '47', '48', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '66', '67', '68', '69', '70', '74', '75', '76', '77', '78', '79', '80', '81', '82', '83', '84', '85']
INFO     repair          validation test suite: ['1', '3', '6', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '32', '33', '34', '35', '36', '37', '38', '39', '40', '41', '42', '43', '44', '45', '46', '47', '48', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '66', '67', '68', '69', '70', '74', '75', '76', '77', '78', '79', '80', '81', '82', '83', '84', '85']
INFO     localization    selected expressions [(5245, 6, 5245, 37)] with group score 1.0 
INFO     localization    selected expressions [(5251, 6, 5251, 15)] with group score 1.0 
INFO     localization    selected expressions [(5256, 6, 5256, 16)] with group score 1.0 
INFO     localization    selected expressions [(5262, 6, 5262, 21)] with group score 1.0 
INFO     localization    selected expressions [(5268, 6, 5268, 7)] with group score 1.0 
INFO     repair          considering suspicious expressions [(5245, 6, 5245, 37)]
INFO     reduction       all failing tests: ['20']
INFO     reduction       select 1 best tests from ['20']
INFO     reduction       select 0 best tests from ['1', '3', '6', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '32', '33', '34', '35', '36', '37', '38', '39', '40', '41', '42', '43', '44', '45', '46', '47', '48', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '66', '67', '68', '69', '70', '74', '75', '76', '77', '78', '79', '80', '81', '82', '83', '84', '85']
INFO     reduction       selected 1 tests
INFO     reduction       selected passing tests: []
INFO     reduction       selected failing tests: ['20']
INFO     project         configuring backend source
INFO     transformation  instrumenting suspicious of backend source
INFO     project         building backend source
INFO     sym_infer       inferring specification for test '20' through KLEE
INFO     testing         running test '20' of backend source with KLEE
INFO     testing         output code: 1
INFO     sym_infer       sleeping for 1 second...
INFO     sym_infer       solving path .angelix/backend/klee-out-0/test000001.smt2
INFO     sym_infer       UNSAT
INFO     sym_infer       solving path .angelix/backend/klee-out-0/test000002.smt2
INFO     sym_infer       value 'php_out' executed 2 times while 1 required
INFO     sym_infer       found 0 angelic paths for test '20'
INFO     repair          considering suspicious expressions [(5251, 6, 5251, 15)]
INFO     reduction       all failing tests: ['20']
INFO     reduction       select 1 best tests from ['20']
INFO     reduction       select 0 best tests from ['1', '3', '6', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '32', '33', '34', '35', '36', '37', '38', '39', '40', '41', '42', '43', '44', '45', '46', '47', '48', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '66', '67', '68', '69', '70', '74', '75', '76', '77', '78', '79', '80', '81', '82', '83', '84', '85']
INFO     reduction       selected 1 tests
INFO     reduction       selected passing tests: []
INFO     reduction       selected failing tests: ['20']
INFO     project         configuring backend source
INFO     transformation  instrumenting suspicious of backend source
INFO     project         building backend source
INFO     sym_infer       inferring specification for test '20' through KLEE
INFO     testing         running test '20' of backend source with KLEE
INFO     testing         output code: 1
INFO     sym_infer       sleeping for 1 second...
INFO     sym_infer       solving path .angelix/backend/klee-out-0/test000001.smt2
INFO     sym_infer       UNSAT
INFO     sym_infer       solving path .angelix/backend/klee-out-0/test000002.smt2
INFO     sym_infer       value 'php_out' executed 2 times while 1 required
INFO     sym_infer       found 0 angelic paths for test '20'
INFO     repair          considering suspicious expressions [(5256, 6, 5256, 16)]
INFO     reduction       all failing tests: ['20']
INFO     reduction       select 1 best tests from ['20']
INFO     reduction       select 0 best tests from ['1', '3', '6', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '32', '33', '34', '35', '36', '37', '38', '39', '40', '41', '42', '43', '44', '45', '46', '47', '48', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '66', '67', '68', '69', '70', '74', '75', '76', '77', '78', '79', '80', '81', '82', '83', '84', '85']
INFO     reduction       selected 1 tests
INFO     reduction       selected passing tests: []
INFO     reduction       selected failing tests: ['20']
INFO     project         configuring backend source
INFO     transformation  instrumenting suspicious of backend source
INFO     project         building backend source
INFO     sym_infer       inferring specification for test '20' through KLEE
INFO     testing         running test '20' of backend source with KLEE
INFO     testing         output code: 1
INFO     sym_infer       sleeping for 1 second...
INFO     sym_infer       solving path .angelix/backend/klee-out-0/test000001.smt2
INFO     sym_infer       UNSAT
INFO     sym_infer       solving path .angelix/backend/klee-out-0/test000002.smt2
INFO     sym_infer       value 'php_out' executed 2 times while 1 required
INFO     sym_infer       found 0 angelic paths for test '20'
INFO     repair          considering suspicious expressions [(5262, 6, 5262, 21)]
INFO     reduction       all failing tests: ['20']
INFO     reduction       select 1 best tests from ['20']
INFO     reduction       select 0 best tests from ['1', '3', '6', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '32', '33', '34', '35', '36', '37', '38', '39', '40', '41', '42', '43', '44', '45', '46', '47', '48', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '66', '67', '68', '69', '70', '74', '75', '76', '77', '78', '79', '80', '81', '82', '83', '84', '85']
INFO     reduction       selected 1 tests
INFO     reduction       selected passing tests: []
INFO     reduction       selected failing tests: ['20']
INFO     project         configuring backend source
INFO     transformation  instrumenting suspicious of backend source
INFO     project         building backend source
INFO     sym_infer       inferring specification for test '20' through KLEE
INFO     testing         running test '20' of backend source with KLEE
INFO     testing         output code: 1
INFO     sym_infer       sleeping for 1 second...
INFO     sym_infer       solving path .angelix/backend/klee-out-0/test000001.smt2
INFO     sym_infer       UNSAT
INFO     sym_infer       solving path .angelix/backend/klee-out-0/test000002.smt2
INFO     sym_infer       expression (5262, 6, 5262, 21)[0]: angelic = False
INFO     testing         running test '20' of frontend source
INFO     testing         output code: 0
INFO     sym_infer       found 1 angelic paths for test '20'
INFO     synthesis       synthesizing patch with component level 'alternatives'
INFO     synthesis       use nsynth
INFO     synthesis       fixing expression (5262, 6, 5262, 21): (len > (s1_len - offset)) ---> (len < (s1_len - offset))
INFO     repair          candidate fix synthesized
INFO     transformation  applying patch to validation source
INFO     project         building validation source
INFO     testing         running test '1' of validation source
INFO     testing         output code: 0
INFO     testing         running test '3' of validation source
INFO     testing         output code: 0
INFO     testing         running test '6' of validation source
INFO     testing         output code: 0
INFO     testing         running test '20' of validation source
INFO     testing         output code: 0
INFO     testing         running test '21' of validation source
INFO     testing         output code: 0
INFO     testing         running test '22' of validation source
INFO     testing         output code: 0
INFO     testing         running test '23' of validation source
INFO     testing         output code: 0
INFO     testing         running test '24' of validation source
INFO     testing         output code: 0
INFO     testing         running test '25' of validation source
INFO     testing         output code: 0
INFO     testing         running test '26' of validation source
INFO     testing         output code: 0
INFO     testing         running test '27' of validation source
INFO     testing         output code: 0
INFO     testing         running test '28' of validation source
INFO     testing         output code: 0
INFO     testing         running test '29' of validation source
INFO     testing         output code: 0
INFO     testing         running test '30' of validation source
INFO     testing         output code: 0
INFO     testing         running test '32' of validation source
INFO     testing         output code: 0
INFO     testing         running test '33' of validation source
INFO     testing         output code: 0
INFO     testing         running test '34' of validation source
INFO     testing         output code: 0
INFO     testing         running test '35' of validation source
INFO     testing         output code: 0
INFO     testing         running test '36' of validation source
INFO     testing         output code: 0
INFO     testing         running test '37' of validation source
INFO     testing         output code: 0
INFO     testing         running test '38' of validation source
INFO     testing         output code: 0
INFO     testing         running test '39' of validation source
INFO     testing         output code: 0
INFO     testing         running test '40' of validation source
INFO     testing         output code: 0
INFO     testing         running test '41' of validation source
INFO     testing         output code: 0
INFO     testing         running test '42' of validation source
INFO     testing         output code: 0
INFO     testing         running test '43' of validation source
INFO     testing         output code: 0
INFO     testing         running test '44' of validation source
INFO     testing         output code: 0
INFO     testing         running test '45' of validation source
INFO     testing         output code: 0
INFO     testing         running test '46' of validation source
INFO     testing         output code: 0
INFO     testing         running test '47' of validation source
INFO     testing         output code: 0
INFO     testing         running test '48' of validation source
INFO     testing         output code: 0
INFO     testing         running test '51' of validation source
INFO     testing         output code: 0
INFO     testing         running test '52' of validation source
INFO     testing         output code: 0
INFO     testing         running test '53' of validation source
INFO     testing         output code: 0
INFO     testing         running test '54' of validation source
INFO     testing         output code: 0
INFO     testing         running test '55' of validation source
INFO     testing         output code: 0
INFO     testing         running test '56' of validation source
INFO     testing         output code: 0
INFO     testing         running test '57' of validation source
INFO     testing         output code: 0
INFO     testing         running test '58' of validation source
INFO     testing         output code: 0
INFO     testing         running test '59' of validation source
INFO     testing         output code: 0
INFO     testing         running test '60' of validation source
INFO     testing         output code: 0
INFO     testing         running test '61' of validation source
INFO     testing         output code: 0
INFO     testing         running test '62' of validation source
INFO     testing         output code: 0
INFO     testing         running test '63' of validation source
INFO     testing         output code: 0
INFO     testing         running test '64' of validation source
INFO     testing         output code: 0
INFO     testing         running test '65' of validation source
INFO     testing         output code: 0
INFO     testing         running test '66' of validation source
INFO     testing         output code: 0
INFO     testing         running test '67' of validation source
INFO     testing         output code: 0
INFO     testing         running test '68' of validation source
INFO     testing         output code: 0
INFO     testing         running test '69' of validation source
INFO     testing         output code: 0
INFO     testing         running test '70' of validation source
